player,year,wins,losses
Kevin Anderson,2016,13,14
Kevin Anderson,2017,30,18
Kevin Anderson,2018,50,16
Kevin Anderson,2019,7,4
Kevin Kim,2000,2,5
Kevin Kim,2001,1,2
Kevin Kim,2002,1,1
Kevin Kim,2004,2,2
Kevin Kim,2005,15,18
Kevin Kim,2006,5,13
Kevin Kim,2007,9,17
Kevin Kim,2008,9,9
Kevin Kim,2009,9,13
Kevin Kim,2010,8,8
Kevin Kim,2011,1,3
Kevin Kim,2012,2,2
Konstantin Kravchuk,2006,1,1
Konstantin Kravchuk,2007,1,1
Konstantin Kravchuk,2010,5,3
Konstantin Kravchuk,2011,8,7
Konstantin Kravchuk,2012,7,5
Konstantin Kravchuk,2013,7,4
Konstantin Kravchuk,2014,7,4
Konstantin Kravchuk,2015,7,5
Konstantin Kravchuk,2016,4,8
Konstantin Kravchuk,2017,3,11
Kristian Pless,1999,1,2
Kristian Pless,2000,1,4
Kristian Pless,2001,9,8
Kristian Pless,2002,12,18
Kristian Pless,2003,2,4
Kristian Pless,2004,3,9
Kristian Pless,2006,5,8
Kristian Pless,2007,5,17
Kristian Pless,2008,2,5
Kristian Pless,2009,1,1
Kristof Vliegen,2002,4,1
Kristof Vliegen,2003,1,6
Kristof Vliegen,2004,3,10
Kristof Vliegen,2005,3,5
Kristof Vliegen,2006,22,17
Kristof Vliegen,2007,14,26
Kristof Vliegen,2008,8,12
Kristof Vliegen,2009,8,9
Kristof Vliegen,2010,2,8
Kyle Edmund,2012,1,1
Kyle Edmund,2013,1,3
Kyle Edmund,2015,9,7
Kyle Edmund,2016,19,16
Kyle Edmund,2017,31,23
Kyle Edmund,2018,34,20
Kyle Edmund,2019,12,16
Lars Burgsmuller,1998,5,5
Lars Burgsmuller,1999,5,7
Lars Burgsmuller,2000,2,5
Lars Burgsmuller,2001,11,12
Lars Burgsmuller,2002,11,16
Lars Burgsmuller,2003,13,18
Lars Burgsmuller,2004,8,15
Lars Burgsmuller,2005,5,17
Lars Burgsmuller,2006,3,5
Lars Burgsmuller,2007,1,7
Laslo Djere,2015,4,7
Laslo Djere,2016,4,4
Laslo Djere,2017,5,5
Laslo Djere,2018,14,15
Laslo Djere,2019,19,19
Laurence Tieleman,1998,3,1
Laurence Tieleman,1999,11,17
Laurence Tieleman,2000,8,17
Laurent Recouderc,2007,9,6
Laurent Recouderc,2008,2,6
Laurent Recouderc,2009,7,10
Laurent Recouderc,2010,7,10
Leonardo Mayer,2007,3,4
Leonardo Mayer,2008,2,3
Leonardo Mayer,2009,13,12
Leonardo Mayer,2010,16,16
Leonardo Mayer,2011,12,9
Leonardo Mayer,2012,11,17
Leonardo Mayer,2013,12,16
Leonardo Mayer,2014,32,20
Leonardo Mayer,2015,19,18
Leonardo Mayer,2016,6,12
Leonardo Mayer,2017,10,10
Leonardo Mayer,2018,17,21
Leonardo Mayer,2019,14,18
Lleyton Hewitt,1998,6,1
Lleyton Hewitt,1999,36,16
Lleyton Hewitt,2000,46,16
Lleyton Hewitt,2001,41,12
Lleyton Hewitt,2002,39,10
Lleyton Hewitt,2003,26,9
Lleyton Hewitt,2004,45,11
Lleyton Hewitt,2005,30,6
Lleyton Hewitt,2006,21,10
Lleyton Hewitt,2007,33,14
Lleyton Hewitt,2008,12,8
Lleyton Hewitt,2009,17,13
Lleyton Hewitt,2010,18,10
Lleyton Hewitt,2011,6,8
Lleyton Hewitt,2012,14,10
Lleyton Hewitt,2013,20,13
Lleyton Hewitt,2014,10,11
Lleyton Hewitt,2015,3,8
Lleyton Hewitt,2016,1,1
Lorenzo Giustino,2013,1,2
Lorenzo Giustino,2014,6,7
Lorenzo Giustino,2015,8,4
Lorenzo Giustino,2016,5,6
Lorenzo Giustino,2017,2,6
Lorenzo Giustino,2018,2,3
Lorenzo Sonego,2018,16,12
Lorenzo Sonego,2019,26,20
Luca Vanni,2015,21,15
Luca Vanni,2016,2,10
Luca Vanni,2017,4,8
Luca Vanni,2018,4,5
Luca Vanni,2019,1,4
Lucas Pouille,2013,5,5
Lucas Pouille,2014,9,8
Lucas Pouille,2015,12,16
Lucas Pouille,2016,32,19
Lucas Pouille,2017,26,19
Lucas Pouille,2018,22,19
Lucas Pouille,2019,14,17
Luis Horna,2001,1,3
Luis Horna,2002,5,6
Luis Horna,2003,14,16
Luis Horna,2004,15,19
Luis Horna,2005,12,19
Luis Horna,2006,15,16
Luis Horna,2007,15,15
Luis Horna,2008,11,15
Luis Horna,2009,1,1
Luka Gregorc,2006,1,1
Luka Gregorc,2007,6,6
Luka Gregorc,2008,13,4
Luka Gregorc,2009,8,9
Luka Gregorc,2011,4,4
Luka Gregorc,2012,2,2
Luka Gregorc,2013,2,2
Lukas Dlouhy,2005,1,5
Lukas Dlouhy,2006,2,14
Lukas Dlouhy,2007,12,17
Lukas Dlouhy,2008,10,8
Lukas Dlouhy,2009,4,9
Lukas Dlouhy,2010,1,4
Lukas Dlouhy,2012,2,4
Lukas Dlouhy,2014,2,3
Lukas Lacko,2007,7,7
Lukas Lacko,2008,4,5
Lukas Lacko,2009,11,5
Lukas Lacko,2010,13,18
Lukas Lacko,2011,10,10
Lukas Lacko,2012,20,18
Lukas Lacko,2013,5,14
Lukas Lacko,2014,14,12
Lukas Lacko,2015,4,14
Lukas Lacko,2016,9,9
Lukas Lacko,2017,20,13
Lukas Lacko,2018,13,17
Lukas Lacko,2019,4,7
Lukas Rosol,2007,4,4
Lukas Rosol,2008,7,6
Lukas Rosol,2009,6,4
Lukas Rosol,2010,6,5
Lukas Rosol,2011,10,15
Lukas Rosol,2012,17,19
Lukas Rosol,2013,14,21
Lukas Rosol,2014,23,23
Lukas Rosol,2015,19,23
Lukas Rosol,2016,13,21
Lukas Rosol,2017,7,8
Lukas Rosol,2018,3,3
Lukas Rosol,2019,7,10
Lukasz Kubot,2004,1,1
Lukasz Kubot,2006,2,3
Lukasz Kubot,2007,5,8
Lukasz Kubot,2009,23,16
Lukasz Kubot,2010,15,20
Lukasz Kubot,2011,28,20
Lukasz Kubot,2012,21,25
Lukasz Kubot,2013,18,19
Lukasz Kubot,2014,7,15
Lukasz Kubot,2015,6,3
Lukasz Kubot,2016,1,2
Mackenzie McDonald,2013,2,2
Mackenzie McDonald,2015,1,1
Mackenzie McDonald,2017,4,4
Mackenzie McDonald,2018,18,19
Mackenzie McDonald,2019,13,14
Magnus Gustafsson,1998,11,8
Magnus Gustafsson,1999,22,17
Magnus Gustafsson,2000,16,12
Magnus Gustafsson,2001,11,9
Magnus Larsson,1998,3,3
Magnus Larsson,1999,15,17
Magnus Larsson,2000,8,5
Magnus Larsson,2001,6,6
Magnus Larsson,2002,8,5
Magnus Larsson,2003,1,2
Magnus Norman,1998,4,8
Magnus Norman,1999,42,18
Magnus Norman,2000,60,22
Magnus Norman,2001,17,14
Magnus Norman,2002,9,12
Magnus Norman,2003,9,13
Malek Jaziri,2011,4,2
Malek Jaziri,2012,7,12
Malek Jaziri,2013,6,6
Malek Jaziri,2014,17,14
Malek Jaziri,2015,10,19
Malek Jaziri,2016,14,20
Malek Jaziri,2017,13,19
Malek Jaziri,2018,23,24
Malek Jaziri,2019,5,17
Marat Safin,1998,1,3
Marat Safin,1999,35,26
Marat Safin,2000,64,20
Marat Safin,2001,22,14
Marat Safin,2002,40,16
Marat Safin,2003,10,11
Marat Safin,2004,30,16
Marat Safin,2005,17,8
Marat Safin,2006,18,15
Marat Safin,2007,18,16
Marat Safin,2008,22,16
Marat Safin,2009,10,15
Marc Gicquel,2002,1,1
Marc Gicquel,2005,1,1
Marc Gicquel,2006,10,7
Marc Gicquel,2007,19,22
Marc Gicquel,2008,21,17
Marc Gicquel,2009,17,21
Marc Gicquel,2010,12,14
Marc Gicquel,2011,6,8
Marc Gicquel,2012,7,5
Marc Gicquel,2013,9,6
Marc Gicquel,2014,8,5
Marc Lopez,2001,1,1
Marc Lopez,2002,1,1
Marc Lopez,2003,1,2
Marc Lopez,2004,3,7
Marc Lopez,2005,2,3
Marc Lopez,2007,6,5
Marc Lopez,2008,4,4
Marc Lopez,2009,4,7
Marc Lopez,2010,4,3
Marc Lopez,2011,1,1
Marc Lopez,2013,2,1
Marc Lopez,2014,2,1
Marc Rosset,1998,18,12
Marc Rosset,1999,24,25
Marc Rosset,2000,24,21
Marc Rosset,2001,6,13
Marc Rosset,2002,7,10
Marc Rosset,2003,5,6
Marc Rosset,2004,3,7
Marcel Granollers,2007,9,8
Marcel Granollers,2008,18,15
Marcel Granollers,2009,15,19
Marcel Granollers,2010,28,23
Marcel Granollers,2011,15,20
Marcel Granollers,2012,19,19
Marcel Granollers,2013,26,19
Marcel Granollers,2014,13,23
Marcel Granollers,2015,12,17
Marcel Granollers,2016,22,21
Marcel Granollers,2017,6,15
Marcel Granollers,2018,11,10
Marcel Granollers,2019,12,13
Marcelo Rios,1998,12,5
Marcelo Rios,1999,38,15
Marcelo Rios,2000,26,22
Marcelo Rios,2001,19,14
Marcelo Rios,2002,24,13
Marcelo Rios,2003,12,7
Marco Cecchinato,2012,1,1
Marco Cecchinato,2013,7,4
Marco Cecchinato,2014,13,12
Marco Cecchinato,2015,13,11
Marco Cecchinato,2016,5,11
Marco Cecchinato,2017,7,9
Marco Cecchinato,2018,33,23
Marco Cecchinato,2019,13,19
Marco Chiudinelli,2004,4,5
Marco Chiudinelli,2005,1,2
Marco Chiudinelli,2006,4,5
Marco Chiudinelli,2007,6,4
Marco Chiudinelli,2009,20,12
Marco Chiudinelli,2010,12,23
Marco Chiudinelli,2011,8,9
Marco Chiudinelli,2012,20,17
Marco Chiudinelli,2013,3,9
Marco Chiudinelli,2014,6,8
Marco Chiudinelli,2015,8,6
Marco Chiudinelli,2016,8,8
Marco Chiudinelli,2017,2,9
Marco Crugnola,2007,2,3
Marco Crugnola,2008,3,2
Marco Crugnola,2009,10,11
Marco Crugnola,2010,1,4
Marco Crugnola,2011,8,7
Marco Crugnola,2012,1,1
Marco Trungelliti,2012,8,7
Marco Trungelliti,2013,4,6
Marco Trungelliti,2014,1,2
Marco Trungelliti,2015,2,5
Marco Trungelliti,2016,12,7
Marco Trungelliti,2017,9,8
Marco Trungelliti,2018,15,9
Marco Trungelliti,2019,4,7
Marcos Baghdatis,2004,2,2
Marcos Baghdatis,2005,7,9
Marcos Baghdatis,2006,23,14
Marcos Baghdatis,2007,35,20
Marcos Baghdatis,2008,10,9
Marcos Baghdatis,2009,14,9
Marcos Baghdatis,2010,24,19
Marcos Baghdatis,2011,25,23
Marcos Baghdatis,2012,33,22
Marcos Baghdatis,2013,11,19
Marcos Baghdatis,2014,5,11
Marcos Baghdatis,2015,18,16
Marcos Baghdatis,2016,22,18
Marcos Baghdatis,2017,13,12
Marcos Baghdatis,2018,16,19
Marcos Baghdatis,2019,6,3
Marcos Daniel,2003,1,2
Marcos Daniel,2006,3,11
Marcos Daniel,2007,7,3
Marcos Daniel,2008,3,10
Marcos Daniel,2009,4,6
Marcos Daniel,2010,3,12
Mardy Fish,2000,2,3
Mardy Fish,2001,4,6
Mardy Fish,2002,6,7
Mardy Fish,2003,34,19
Mardy Fish,2004,19,11
Mardy Fish,2005,5,10
Mardy Fish,2006,12,11
Mardy Fish,2007,19,17
Mardy Fish,2008,27,20
Mardy Fish,2009,15,11
Mardy Fish,2010,26,11
Mardy Fish,2011,33,17
Mardy Fish,2012,17,11
Mardy Fish,2013,4,5
Mardy Fish,2015,1,3
Mariano Puerta,1998,3,2
Mariano Puerta,1999,11,23
Mariano Puerta,2000,38,18
Mariano Puerta,2001,3,8
Mariano Puerta,2002,1,3
Mariano Puerta,2003,4,10
Mariano Puerta,2005,29,16
Mariano Zabaleta,1998,5,1
Mariano Zabaleta,1999,21,26
Mariano Zabaleta,2000,14,24
Mariano Zabaleta,2001,15,14
Mariano Zabaleta,2002,21,23
Mariano Zabaleta,2003,22,18
Mariano Zabaleta,2004,15,14
Mariano Zabaleta,2005,18,13
Mariano Zabaleta,2006,2,4
Mariano Zabaleta,2007,5,9
Mariano Zabaleta,2009,1,2
Marin Cilic,2006,4,4
Marin Cilic,2007,24,14
Marin Cilic,2008,27,16
Marin Cilic,2009,35,14
Marin Cilic,2010,31,14
Marin Cilic,2011,21,17
Marin Cilic,2012,26,15
Marin Cilic,2013,18,10
Marin Cilic,2014,45,14
Marin Cilic,2015,31,15
Marin Cilic,2016,32,16
Marin Cilic,2017,36,16
Marin Cilic,2018,33,16
Marin Cilic,2019,21,18
Marinko Matosevic,2009,1,4
Marinko Matosevic,2010,6,8
Marinko Matosevic,2011,21,15
Marinko Matosevic,2012,22,19
Marinko Matosevic,2013,16,19
Marinko Matosevic,2014,18,21
Marinko Matosevic,2015,6,17
Marinko Matosevic,2016,3,3
Marinko Matosevic,2017,1,2
Mario Ancic,2002,3,6
Mario Ancic,2003,14,16
Mario Ancic,2004,20,13
Mario Ancic,2005,34,15
Mario Ancic,2006,40,15
Mario Ancic,2007,12,8
Mario Ancic,2008,18,10
Mario Ancic,2009,12,7
Marius Copil,2009,1,3
Marius Copil,2010,1,3
Marius Copil,2011,8,8
Marius Copil,2012,10,10
Marius Copil,2013,12,10
Marius Copil,2014,12,10
Marius Copil,2015,17,12
Marius Copil,2016,14,9
Marius Copil,2017,16,16
Marius Copil,2018,18,23
Marius Copil,2019,7,19
Mark Philippoussis,1998,6,4
Mark Philippoussis,1999,30,13
Mark Philippoussis,2000,33,17
Mark Philippoussis,2001,8,6
Mark Philippoussis,2002,8,10
Mark Philippoussis,2003,26,13
Mark Philippoussis,2004,11,14
Mark Philippoussis,2005,6,8
Mark Philippoussis,2006,7,6
Markus Hantschk,1999,2,4
Markus Hantschk,2000,19,17
Markus Hantschk,2001,2,8
Markus Hantschk,2002,1,1
Markus Hipfl,1999,10,12
Markus Hipfl,2000,8,10
Markus Hipfl,2001,9,11
Markus Hipfl,2002,10,14
Markus Hipfl,2003,3,4
Marsel Ilhan,2009,7,8
Marsel Ilhan,2010,22,14
Marsel Ilhan,2011,18,21
Marsel Ilhan,2012,5,12
Marsel Ilhan,2013,4,7
Marsel Ilhan,2014,16,9
Marsel Ilhan,2015,17,16
Marsel Ilhan,2016,4,10
Marsel Ilhan,2017,1,1
Martin Alund,2012,5,6
Martin Alund,2013,12,14
Martin Alund,2014,11,6
Martin Damm,1998,8,10
Martin Damm,1999,7,14
Martin Damm,2000,14,15
Martin Damm,2001,1,4
Martin Fischer,2007,1,3
Martin Fischer,2008,6,6
Martin Fischer,2009,4,6
Martin Fischer,2010,13,7
Martin Fischer,2011,9,7
Martin Fischer,2012,17,11
Martin Fischer,2013,13,8
Martin Fischer,2014,8,8
Martin Fischer,2015,5,3
Martin Klizan,2007,3,2
Martin Klizan,2010,6,5
Martin Klizan,2011,3,5
Martin Klizan,2012,17,13
Martin Klizan,2013,10,20
Martin Klizan,2014,25,12
Martin Klizan,2015,25,22
Martin Klizan,2016,13,12
Martin Klizan,2017,10,12
Martin Klizan,2018,36,10
Martin Klizan,2019,11,18
Martin Vassallo Arguello,2004,2,5
Martin Vassallo Arguello,2005,1,1
Martin Vassallo Arguello,2006,5,3
Martin Vassallo Arguello,2007,13,17
Martin Vassallo Arguello,2008,4,10
Martin Vassallo Arguello,2009,11,17
Martin Vassallo Arguello,2010,1,7
Martin Vassallo Arguello,2011,1,3
Martin Verkerk,2002,9,10
Martin Verkerk,2003,22,20
Martin Verkerk,2004,23,16
Marton Fucsovics,2011,1,1
Marton Fucsovics,2012,4,2
Marton Fucsovics,2013,2,4
Marton Fucsovics,2014,8,8
Marton Fucsovics,2015,9,7
Marton Fucsovics,2016,8,7
Marton Fucsovics,2017,8,10
Marton Fucsovics,2018,26,24
Marton Fucsovics,2019,20,22
Mate Pavic,2012,2,4
Mate Pavic,2014,13,10
Mate Pavic,2015,5,8
Mate Pavic,2016,1,2
Matteo Berrettini,2017,1,3
Matteo Berrettini,2018,30,24
Matteo Berrettini,2019,38,17
Matteo Viola,2010,1,1
Matteo Viola,2011,1,7
Matteo Viola,2012,15,11
Matteo Viola,2013,13,15
Matteo Viola,2014,4,7
Matteo Viola,2015,2,7
Matteo Viola,2016,1,1
Matteo Viola,2018,3,2
Matteo Viola,2019,2,3
Matthew Ebden,2007,1,1
Matthew Ebden,2009,1,1
Matthew Ebden,2010,9,7
Matthew Ebden,2011,22,14
Matthew Ebden,2012,18,24
Matthew Ebden,2013,11,13
Matthew Ebden,2014,4,17
Matthew Ebden,2015,10,7
Matthew Ebden,2017,24,14
Matthew Ebden,2018,17,18
Matthew Ebden,2019,2,13
Matthias Bachinger,2007,4,5
Matthias Bachinger,2008,4,8
Matthias Bachinger,2009,9,9
Matthias Bachinger,2010,5,4
Matthias Bachinger,2011,6,13
Matthias Bachinger,2012,22,18
Matthias Bachinger,2013,17,15
Matthias Bachinger,2014,12,9
Matthias Bachinger,2015,16,10
Matthias Bachinger,2016,7,6
Matthias Bachinger,2017,1,2
Matthias Bachinger,2018,15,15
Matthias Bachinger,2019,11,7
Matwe Middelkoop,2008,6,8
Matwe Middelkoop,2009,5,7
Matwe Middelkoop,2011,2,5
Matwe Middelkoop,2012,3,4
Matwe Middelkoop,2013,4,5
Max Mirnyi,1999,14,12
Max Mirnyi,2000,26,21
Max Mirnyi,2001,20,16
Max Mirnyi,2002,18,21
Max Mirnyi,2003,26,21
Max Mirnyi,2004,12,16
Max Mirnyi,2005,24,17
Max Mirnyi,2006,12,16
Max Mirnyi,2007,8,21
Max Mirnyi,2008,9,9
Maxime Teixeira,2011,1,4
Maxime Teixeira,2012,10,7
Maxime Teixeira,2013,6,3
Maxime Teixeira,2014,3,6
Maxime Teixeira,2015,6,6
Maximilian Marterer,2013,1,2
Maximilian Marterer,2016,2,3
Maximilian Marterer,2017,14,10
Maximilian Marterer,2018,22,23
Maximilian Marterer,2019,6,11
Maximo Gonzalez,2007,4,2
Maximo Gonzalez,2008,7,6
Maximo Gonzalez,2009,10,7
Maximo Gonzalez,2010,3,8
Maximo Gonzalez,2011,7,14
Maximo Gonzalez,2012,2,6
Maximo Gonzalez,2013,4,2
Maximo Gonzalez,2014,13,6
Maximo Gonzalez,2015,6,11
Maximo Gonzalez,2016,9,11
Maximo Gonzalez,2017,4,6
Michael Berrer,2006,4,9
Michael Berrer,2007,21,15
Michael Berrer,2008,5,14
Michael Berrer,2009,22,14
Michael Berrer,2010,13,20
Michael Berrer,2011,18,19
Michael Berrer,2012,26,20
Michael Berrer,2013,12,9
Michael Berrer,2014,15,14
Michael Berrer,2015,30,14
Michael Berrer,2016,15,12
Michael Chang,1999,25,19
Michael Chang,2000,35,21
Michael Chang,2001,6,11
Michael Chang,2002,5,11
Michael Chang,2003,2,7
Michael Kohlmann,1999,3,10
Michael Kohlmann,2000,2,3
Michael Kohlmann,2002,6,13
Michael Kohlmann,2004,4,4
Michael Kohlmann,2005,2,2
Michael Kohlmann,2010,1,2
Michael Kohlmann,2011,1,4
Michael Lammer,2005,1,2
Michael Lammer,2007,6,6
Michael Lammer,2008,3,4
Michael Lammer,2009,7,8
Michael Lammer,2010,10,9
Michael Lammer,2011,3,3
Michael Lammer,2012,1,3
Michael Llodra,2000,2,4
Michael Llodra,2001,4,5
Michael Llodra,2002,7,12
Michael Llodra,2003,1,8
Michael Llodra,2004,19,6
Michael Llodra,2005,8,18
Michael Llodra,2006,1,4
Michael Llodra,2007,20,18
Michael Llodra,2008,14,17
Michael Llodra,2009,15,14
Michael Llodra,2010,20,17
Michael Llodra,2011,12,15
Michael Llodra,2012,9,13
Michael Llodra,2013,10,12
Michael Llodra,2014,7,8
Michael Mmoh,2015,1,3
Michael Mmoh,2016,2,6
Michael Mmoh,2017,8,8
Michael Mmoh,2018,11,12
Michael Russell,2000,1,6
Michael Russell,2001,5,11
Michael Russell,2002,2,11
Michael Russell,2003,1,1
Michael Russell,2007,14,18
Michael Russell,2008,2,3
Michael Russell,2009,7,5
Michael Russell,2010,13,20
Michael Russell,2011,21,17
Michael Russell,2012,24,15
Michael Russell,2013,12,19
Michael Russell,2014,6,11
Michael Russell,2015,6,5
Michael Yani,2007,1,1
Michael Yani,2008,3,3
Michael Yani,2009,7,6
Michael Yani,2010,7,9
Michael Yani,2011,12,10
Michael Yani,2012,11,11
Michael Yani,2013,2,5
Michal Przysiezny,2007,5,7
Michal Przysiezny,2008,7,6
Michal Przysiezny,2009,3,2
Michal Przysiezny,2010,8,17
Michal Przysiezny,2011,4,7
Michal Przysiezny,2012,4,3
Michal Przysiezny,2013,13,9
Michal Przysiezny,2014,4,16
Michal Przysiezny,2015,12,9
Michal Przysiezny,2016,2,1
Michal Tabara,1998,1,1
Michal Tabara,1999,3,1
Michal Tabara,2000,2,4
Michal Tabara,2001,17,13
Michal Tabara,2002,4,6
Michal Tabara,2004,3,4
Michal Tabara,2005,4,9
Michel Kratochvil,2000,4,7
Michel Kratochvil,2001,15,17
Michel Kratochvil,2002,20,22
Michel Kratochvil,2003,8,13
Michel Kratochvil,2004,4,4
Mikael Tillstrom,1998,4,4
Mikael Tillstrom,1999,14,16
Mikael Tillstrom,2000,18,15
Mikhail Elgin,2008,7,5
Mikhail Elgin,2009,3,7
Mikhail Elgin,2010,1,1
Mikhail Elgin,2011,2,3
Mikhail Elgin,2012,5,9
Mikhail Elgin,2013,2,4
Mikhail Elgin,2015,2,2
Mikhail Kukushkin,2007,1,1
Mikhail Kukushkin,2008,3,5
Mikhail Kukushkin,2009,16,10
Mikhail Kukushkin,2010,17,9
Mikhail Kukushkin,2011,13,22
Mikhail Kukushkin,2012,13,15
Mikhail Kukushkin,2013,14,9
Mikhail Kukushkin,2014,13,20
Mikhail Kukushkin,2015,19,22
Mikhail Kukushkin,2016,14,17
Mikhail Kukushkin,2017,15,17
Mikhail Kukushkin,2018,24,22
Mikhail Kukushkin,2019,18,21
Mikhail Ledovskikh,2007,3,5
Mikhail Ledovskikh,2008,12,10
Mikhail Ledovskikh,2009,1,1
Mikhail Ledovskikh,2010,5,4
Mikhail Ledovskikh,2011,6,3
Mikhail Ledovskikh,2012,4,6
Mikhail Ledovskikh,2015,3,6
Mikhail Youzhny,2000,5,8
Mikhail Youzhny,2001,11,10
Mikhail Youzhny,2002,25,18
Mikhail Youzhny,2003,16,17
Mikhail Youzhny,2004,33,19
Mikhail Youzhny,2005,16,15
Mikhail Youzhny,2006,15,17
Mikhail Youzhny,2007,44,20
Mikhail Youzhny,2008,16,14
Mikhail Youzhny,2009,28,21
Mikhail Youzhny,2010,36,16
Mikhail Youzhny,2011,16,18
Mikhail Youzhny,2012,32,20
Mikhail Youzhny,2013,31,19
Mikhail Youzhny,2014,15,20
Mikhail Youzhny,2015,14,23
Mikhail Youzhny,2016,18,18
Mikhail Youzhny,2017,16,21
Mikhail Youzhny,2018,15,20
Milos Raonic,2009,2,1
Milos Raonic,2010,6,4
Milos Raonic,2011,32,15
Milos Raonic,2012,35,18
Milos Raonic,2013,30,16
Milos Raonic,2014,35,16
Milos Raonic,2015,21,11
Milos Raonic,2016,41,11
Milos Raonic,2017,28,13
Milos Raonic,2018,31,16
Milos Raonic,2019,21,11
Miomir Kecmanovic,2017,1,1
Miomir Kecmanovic,2018,7,7
Miomir Kecmanovic,2019,18,21
Mirza Basic,2011,3,3
Mirza Basic,2012,1,2
Mirza Basic,2013,9,8
Mirza Basic,2014,8,6
Mirza Basic,2015,2,4
Mirza Basic,2016,9,11
Mirza Basic,2017,4,6
Mirza Basic,2018,20,24
Mirza Basic,2019,1,5
Mischa Zverev,2006,1,2
Mischa Zverev,2007,18,14
Mischa Zverev,2008,19,21
Mischa Zverev,2009,18,22
Mischa Zverev,2010,14,22
Mischa Zverev,2011,8,22
Mischa Zverev,2012,16,13
Mischa Zverev,2013,15,12
Mischa Zverev,2014,3,6
Mischa Zverev,2015,27,11
Mischa Zverev,2016,17,16
Mischa Zverev,2017,30,28
Mischa Zverev,2018,19,27
Mischa Zverev,2019,2,14
Mitchell Krueger,2012,1,1
Mitchell Krueger,2015,1,3
Mitchell Krueger,2016,2,3
Mitchell Krueger,2017,6,9
Mitchell Krueger,2018,9,7
Mitchell Krueger,2019,2,4
Nick Kyrgios,2013,4,3
Nick Kyrgios,2014,9,7
Nick Kyrgios,2015,24,15
Nick Kyrgios,2016,25,11
Nick Kyrgios,2017,27,15
Nick Kyrgios,2018,17,12
Nick Kyrgios,2019,19,11
Nicolas Almagro,2003,1,1
Nicolas Almagro,2005,10,17
Nicolas Almagro,2006,15,14
Nicolas Almagro,2007,29,22
Nicolas Almagro,2008,21,11
Nicolas Almagro,2009,25,16
Nicolas Almagro,2010,37,19
Nicolas Almagro,2011,46,20
Nicolas Almagro,2012,44,19
Nicolas Almagro,2013,32,19
Nicolas Almagro,2014,15,10
Nicolas Almagro,2015,17,17
Nicolas Almagro,2016,15,19
Nicolas Almagro,2017,10,10
Nicolas Devilder,2004,1,1
Nicolas Devilder,2005,2,2
Nicolas Devilder,2006,1,1
Nicolas Devilder,2007,9,16
Nicolas Devilder,2008,10,13
Nicolas Devilder,2009,4,13
Nicolas Devilder,2010,6,5
Nicolas Devilder,2011,4,3
Nicolas Devilder,2012,9,6
Nicolas Devilder,2013,1,2
Nicolas Escude,1998,5,5
Nicolas Escude,1999,17,14
Nicolas Escude,2000,25,20
Nicolas Escude,2001,17,12
Nicolas Escude,2002,25,14
Nicolas Escude,2003,10,8
Nicolas Escude,2004,15,7
Nicolas Jarry,2015,5,9
Nicolas Jarry,2017,8,6
Nicolas Jarry,2018,25,21
Nicolas Jarry,2019,12,22
Nicolas Kicker,2015,1,3
Nicolas Kicker,2016,2,6
Nicolas Kicker,2017,12,15
Nicolas Kicker,2018,10,12
Nicolas Kiefer,1998,5,7
Nicolas Kiefer,1999,49,22
Nicolas Kiefer,2000,30,14
Nicolas Kiefer,2001,14,14
Nicolas Kiefer,2002,16,20
Nicolas Kiefer,2003,15,14
Nicolas Kiefer,2004,18,14
Nicolas Kiefer,2005,24,16
Nicolas Kiefer,2006,14,9
Nicolas Kiefer,2007,14,11
Nicolas Kiefer,2008,13,11
Nicolas Kiefer,2009,12,12
Nicolas Kiefer,2010,1,4
Nicolas Lapentti,1998,6,7
Nicolas Lapentti,1999,49,22
Nicolas Lapentti,2000,34,25
Nicolas Lapentti,2001,20,11
Nicolas Lapentti,2002,27,19
Nicolas Lapentti,2003,11,15
Nicolas Lapentti,2004,6,11
Nicolas Lapentti,2005,8,11
Nicolas Lapentti,2006,5,6
Nicolas Lapentti,2007,10,14
Nicolas Lapentti,2008,12,14
Nicolas Lapentti,2009,8,16
Nicolas Lapentti,2010,3,10
Nicolas Mahut,2001,1,3
Nicolas Mahut,2003,1,4
Nicolas Mahut,2004,1,6
Nicolas Mahut,2006,7,12
Nicolas Mahut,2007,27,21
Nicolas Mahut,2008,11,20
Nicolas Mahut,2009,4,7
Nicolas Mahut,2010,10,5
Nicolas Mahut,2011,11,9
Nicolas Mahut,2012,14,18
Nicolas Mahut,2013,8,8
Nicolas Mahut,2014,11,20
Nicolas Mahut,2015,20,12
Nicolas Mahut,2016,26,17
Nicolas Mahut,2017,15,19
Nicolas Mahut,2018,16,17
Nicolas Mahut,2019,9,5
Nicolas Massu,2000,18,21
Nicolas Massu,2001,12,18
Nicolas Massu,2002,18,12
Nicolas Massu,2003,29,16
Nicolas Massu,2004,33,19
Nicolas Massu,2005,17,14
Nicolas Massu,2006,27,18
Nicolas Massu,2007,20,20
Nicolas Massu,2008,7,10
Nicolas Massu,2009,6,12
Nicolas Massu,2010,6,9
Nicolas Massu,2011,7,6
Niels Desein,2009,1,4
Niels Desein,2010,2,5
Niels Desein,2012,3,3
Niels Desein,2013,3,6
Niels Desein,2014,8,9
Niels Desein,2015,1,9
Niels Desein,2016,2,1
Nikola Mektic,2007,1,1
Nikola Mektic,2010,2,3
